ticker,timestamp,last_processing_date,total_score,environment_score,social_score,governance_score,rating
LKQ,2022-05-01,2025-03-14,12.87,4.08,4.97,3.81,B
LKQ,2022-08-01,2025-03-14,12.87,4.08,4.97,3.81,B
LKQ,2023-01-01,2025-03-14,10.54,3.27,4.0,3.27,B
LKQ,2023-09-01,2025-03-14,11.07,3.8,4.0,3.27,B
LKQ,2024-10-01,2025-03-14,10.99,4.03,4.13,2.83,B
LKQ,2024-11-01,2025-03-14,10.99,4.03,4.13,2.83,B
LKQ,2024-12-01,2025-03-14,10.99,4.03,4.13,2.83,B
LKQ,2025-01-01,2025-03-14,10.99,4.03,4.13,2.83,B
LKQ,2025-02-01,2025-03-14,10.99,4.03,4.13,2.83,B
LKQ,2025-03-01,2025-03-14,10.99,4.03,4.13,2.83,B
LMT,2020-01-01,2025-03-14,30.74,7.29,15.99,7.46,D
LMT,2020-02-01,2025-03-14,30.61,7.29,15.99,7.33,D
LMT,2020-03-01,2025-03-14,30.61,7.29,15.99,7.33,D
LMT,2020-07-01,2025-03-14,30.57,7.16,16.09,7.33,D
LMT,2020-08-01,2025-03-14,30.57,7.16,16.09,7.33,D
LMT,2020-10-01,2025-03-14,30.03,7.16,16.13,6.74,D
LMT,2021-01-01,2025-03-14,28.58,5.27,15.79,7.53,C
LMT,2021-02-01,2025-03-14,28.72,5.27,15.79,7.67,C
LMT,2021-03-01,2025-03-14,28.72,5.27,15.79,7.67,C
LMT,2021-05-01,2025-03-14,28.85,5.27,15.74,7.84,C
LMT,2021-09-01,2025-03-14,28.64,5.27,15.95,7.42,C
LMT,2022-02-01,2025-03-14,28.81,5.27,15.93,7.61,C
LMT,2022-05-01,2025-03-14,28.42,5.27,15.95,7.2,C
LMT,2022-08-01,2025-03-14,28.36,5.27,15.9,7.2,C
LMT,2023-09-01,2025-03-14,30.18,7.96,15.11,7.11,D
LMT,2024-11-01,2025-03-14,28.14,7.9,14.07,6.16,C
LMT,2024-12-01,2025-03-14,28.14,7.9,14.07,6.16,C
LMT,2025-01-01,2025-03-14,28.14,7.9,14.07,6.16,C
LMT,2025-02-01,2025-03-14,28.14,7.9,14.07,6.16,C
LMT,2025-03-01,2025-03-14,28.14,7.9,14.07,6.16,C
L,2020-01-01,2025-03-14,32.25,2.44,11.64,18.16,D
L,2020-02-01,2025-03-14,15.52,0.55,3.69,11.28,B
L,2020-03-01,2025-03-14,15.52,0.55,3.69,11.28,B
L,2020-07-01,2025-03-14,15.52,0.55,3.69,11.28,B
L,2020-08-01,2025-03-14,15.52,0.55,3.69,11.28,B
L,2020-10-01,2025-03-14,15.52,0.55,3.66,11.31,B
L,2021-01-01,2025-03-14,15.32,0.57,3.44,11.31,B
L,2021-02-01,2025-03-14,15.32,0.57,3.44,11.31,B
L,2021-03-01,2025-03-14,15.32,0.57,3.44,11.31,B
L,2021-05-01,2025-03-14,15.32,0.57,3.44,11.31,B
L,2021-09-01,2025-03-14,15.41,0.57,3.44,11.4,B
L,2022-02-01,2025-03-14,15.48,0.57,3.44,11.46,B
L,2022-05-01,2025-03-14,16.54,0.59,4.25,11.69,B
L,2022-08-01,2025-03-14,16.48,0.59,4.25,11.63,B
L,2023-01-01,2025-03-14,16.48,0.59,4.25,11.63,B
L,2023-09-01,2025-03-14,16.38,0.59,4.25,11.53,B
L,2024-11-01,2025-03-14,29.08,2.2,12.36,14.52,C
L,2024-12-01,2025-03-14,28.56,2.2,12.0,14.36,C
L,2025-01-01,2025-03-14,28.56,2.2,12.0,14.36,C
L,2025-02-01,2025-03-14,28.56,2.2,12.0,14.36,C
L,2025-03-01,2025-03-14,28.64,2.2,12.0,14.44,C
LOW,2020-01-01,2025-03-14,14.08,4.66,6.12,3.3,B
LOW,2020-02-01,2025-03-14,13.93,4.69,6.01,3.24,B
LOW,2020-03-01,2025-03-14,12.59,4.43,4.93,3.24,B
LOW,2020-07-01,2025-03-14,12.59,4.33,4.93,3.33,B
LOW,2020-08-01,2025-03-14,12.59,4.33,4.93,3.33,B
LOW,2020-10-01,2025-03-14,12.61,4.33,4.93,3.36,B
LOW,2021-01-01,2025-03-14,12.6,4.33,4.93,3.34,B
LOW,2021-02-01,2025-03-14,12.6,4.33,4.93,3.34,B
LOW,2021-03-01,2025-03-14,12.54,4.33,4.87,3.34,B
LOW,2021-05-01,2025-03-14,12.61,4.43,4.87,3.31,B
LOW,2021-09-01,2025-03-14,11.66,3.7,4.63,3.32,B
LOW,2022-02-01,2025-03-14,11.66,3.7,4.63,3.32,B
LOW,2022-05-01,2025-03-14,11.49,3.7,4.63,3.15,B
LOW,2022-08-01,2025-03-14,11.49,3.7,4.63,3.15,B
LOW,2023-09-01,2025-03-14,11.78,3.31,5.31,3.17,B
LOW,2024-11-01,2025-03-14,11.88,3.48,5.99,2.41,B
LOW,2024-12-01,2025-03-14,11.93,3.42,6.1,2.41,B
LOW,2025-01-01,2025-03-14,11.93,3.42,6.1,2.41,B
LOW,2025-02-01,2025-03-14,11.93,3.42,6.1,2.41,B
LOW,2025-03-01,2025-03-14,11.93,3.42,6.1,2.41,B
LYB,2020-01-01,2025-03-14,25.5,15.6,2.8,7.1,C
LYB,2020-02-01,2025-03-14,25.5,15.6,2.8,7.1,C
LYB,2020-03-01,2025-03-14,25.5,15.6,2.8,7.1,C
LYB,2020-07-01,2025-03-14,26.18,16.28,2.8,7.1,C
LYB,2020-08-01,2025-03-14,26.18,16.28,2.8,7.1,C
LYB,2020-10-01,2025-03-14,26.21,16.28,2.8,7.12,C
LYB,2021-01-01,2025-03-14,26.2,16.28,2.8,7.12,C
LYB,2021-02-01,2025-03-14,26.2,16.28,2.8,7.12,C
LYB,2021-03-01,2025-03-14,26.2,16.28,2.8,7.12,C
LYB,2021-05-01,2025-03-14,26.3,16.43,2.8,7.07,C
LYB,2021-09-01,2025-03-14,26.75,16.48,3.21,7.07,C
LYB,2022-02-01,2025-03-14,24.89,16.64,2.13,6.12,C
LYB,2022-05-01,2025-03-14,24.89,16.64,2.13,6.12,C
LYB,2022-08-01,2025-03-14,24.59,16.64,2.13,5.82,C
LYB,2023-09-01,2025-03-14,20.69,13.5,2.1,5.09,C
LYB,2024-11-01,2025-03-14,19.75,14.1,2.24,3.41,B
LYB,2024-12-01,2025-03-14,19.84,14.19,2.24,3.41,B
LYB,2025-01-01,2025-03-14,19.84,14.19,2.24,3.41,B
LYB,2025-02-01,2025-03-14,19.84,14.19,2.24,3.41,B
LYB,2025-03-01,2025-03-14,19.83,13.6,2.59,3.64,B
MTB,2020-01-01,2025-03-14,27.88,2.12,12.48,13.29,C
MTB,2020-02-01,2025-03-14,27.94,2.12,12.48,13.34,C
MTB,2020-03-01,2025-03-14,27.53,2.12,12.96,12.45,C
MTB,2020-07-01,2025-03-14,27.53,2.12,12.96,12.45,C
MTB,2020-08-01,2025-03-14,27.53,2.12,12.96,12.45,C
MTB,2020-10-01,2025-03-14,27.55,2.12,12.96,12.48,C
MTB,2021-01-01,2025-03-14,27.55,2.12,12.96,12.48,C
MTB,2021-02-01,2025-03-14,27.23,2.02,13.4,11.8,C
MTB,2021-03-01,2025-03-14,27.23,2.02,13.4,11.8,C
MTB,2021-05-01,2025-03-14,27.23,2.02,13.4,11.8,C
MTB,2021-09-01,2025-03-14,27.23,2.02,13.4,11.8,C
MTB,2022-02-01,2025-03-14,26.16,2.2,12.77,11.19,C
MTB,2022-05-01,2025-03-14,26.16,2.2,12.77,11.19,C
MTB,2022-08-01,2025-03-14,26.16,2.2,12.77,11.19,C
MTB,2023-09-01,2025-03-14,26.53,2.63,10.32,13.58,C
MTB,2024-11-01,2025-03-14,25.26,2.01,11.55,11.7,C
MTB,2024-12-01,2025-03-14,25.26,2.01,11.55,11.7,C
MTB,2025-01-01,2025-03-14,25.26,2.01,11.55,11.7,C
MTB,2025-02-01,2025-03-14,25.26,2.01,11.55,11.7,C
MTB,2025-03-01,2025-03-14,25.26,2.01,11.55,11.7,C
M,2020-01-01,2025-03-14,14.45,2.43,7.14,4.87,B
M,2020-02-01,2025-03-14,14.36,2.43,7.15,4.77,B
M,2020-03-01,2025-03-14,14.36,2.43,7.15,4.77,B
M,2020-07-01,2025-03-14,14.46,2.61,7.23,4.63,B
M,2020-08-01,2025-03-14,14.46,2.61,7.23,4.63,B
M,2020-10-01,2025-03-14,14.46,2.61,7.23,4.63,B
M,2021-01-01,2025-03-14,14.46,2.61,7.23,4.63,B
M,2021-02-01,2025-03-14,14.46,2.61,7.23,4.63,B
M,2021-03-01,2025-03-14,14.46,2.61,7.23,4.63,B
M,2021-05-01,2025-03-14,14.57,2.71,7.23,4.63,B
M,2021-09-01,2025-03-14,14.57,2.71,7.23,4.63,B
M,2022-02-01,2025-03-14,17.58,0.0,0.0,0.0,B
M,2022-05-01,2025-03-14,17.58,0.0,0.0,0.0,B
M,2022-08-01,2025-03-14,16.81,0.0,0.0,0.0,B
M,2023-01-01,2025-03-14,17.04,0.0,0.0,0.0,B
M,2023-09-01,2025-03-14,16.81,0.0,0.0,0.0,B
M,2024-11-01,2025-03-14,20.58,3.84,13.45,3.29,C
M,2024-12-01,2025-03-14,20.67,3.84,13.44,3.39,C
M,2025-01-01,2025-03-14,20.67,3.84,13.44,3.39,C
M,2025-02-01,2025-03-14,20.55,3.84,13.32,3.39,C
M,2025-03-01,2025-03-14,20.55,3.84,13.32,3.39,C
MRO,2020-01-01,2025-03-14,43.19,23.71,10.93,8.56,E
MRO,2020-02-01,2025-03-14,43.28,23.84,10.93,8.51,E
MRO,2020-03-01,2025-03-14,43.28,23.84,10.93,8.51,E
MRO,2020-07-01,2025-03-14,43.09,22.84,11.5,8.75,E
MRO,2020-08-01,2025-03-14,43.09,22.84,11.5,8.75,E
MRO,2020-10-01,2025-03-14,42.91,22.84,11.31,8.77,E
MRO,2021-01-01,2025-03-14,42.11,23.08,10.27,8.77,E
MRO,2021-02-01,2025-03-14,42.11,23.08,10.27,8.77,E
MRO,2021-03-01,2025-03-14,42.11,23.08,10.27,8.77,E
MRO,2021-05-01,2025-03-14,42.8,23.76,10.27,8.77,E
MRO,2021-09-01,2025-03-14,42.72,23.76,10.27,8.7,E
MRO,2022-02-01,2025-03-14,42.05,23.91,10.01,8.13,E
MRO,2022-05-01,2025-03-14,42.05,23.91,10.01,8.13,E
MRO,2022-08-01,2025-03-14,42.05,23.91,10.01,8.13,E
MRO,2023-01-01,2025-03-14,42.01,23.91,10.14,7.96,E
MRO,2023-09-01,2025-03-14,37.72,21.07,9.05,7.6,D
MRO,2024-11-01,2025-03-14,39.8,23.42,9.16,7.22,D
MPC,2020-01-01,2025-03-14,38.2,22.55,9.48,6.16,D
MPC,2020-02-01,2025-03-14,38.5,22.85,9.48,6.16,D
MPC,2020-03-01,2025-03-14,38.5,22.85,9.48,6.16,D
MPC,2020-07-01,2025-03-14,28.13,15.91,7.35,4.87,C
MPC,2020-08-01,2025-03-14,28.13,15.91,7.35,4.87,C
MPC,2020-10-01,2025-03-14,28.7,16.08,7.62,5.01,C
MPC,2021-01-01,2025-03-14,28.9,16.28,7.62,5.01,C
MPC,2021-02-01,2025-03-14,28.9,16.28,7.62,5.01,C
MPC,2021-03-01,2025-03-14,27.69,15.73,6.71,5.25,C
MPC,2021-05-01,2025-03-14,27.01,15.06,6.71,5.25,C
MPC,2021-09-01,2025-03-14,27.72,15.06,6.71,5.96,C
MPC,2022-02-01,2025-03-14,28.78,15.91,7.01,5.87,C
MPC,2022-05-01,2025-03-14,28.78,15.91,7.01,5.87,C
MPC,2022-08-01,2025-03-14,28.7,15.91,7.01,5.79,C
MPC,2023-09-01,2025-03-14,30.49,17.09,8.15,5.25,D
MPC,2024-11-01,2025-03-14,30.34,18.43,8.47,3.44,D
MPC,2024-12-01,2025-03-14,30.34,18.43,8.47,3.44,D
MPC,2025-01-01,2025-03-14,30.34,18.43,8.47,3.44,D
MPC,2025-02-01,2025-03-14,27.06,16.12,8.13,2.81,C
MPC,2025-03-01,2025-03-14,27.06,16.12,8.13,2.81,C
MKTX,2024-10-01,2025-03-14,13.87,1.84,5.93,6.1,B
MKTX,2024-11-01,2025-03-14,13.87,1.84,5.93,6.1,B
MKTX,2024-12-01,2025-03-14,13.87,1.84,5.93,6.1,B
MKTX,2025-01-01,2025-03-14,13.87,1.84,5.93,6.1,B
MKTX,2025-02-01,2025-03-14,13.87,1.84,5.93,6.1,B
MKTX,2025-03-01,2025-03-14,13.87,1.84,5.93,6.1,B
MAR,2020-01-01,2025-03-14,25.23,9.94,10.79,4.5,C
MAR,2020-02-01,2025-03-14,25.23,9.94,10.79,4.5,C
MAR,2020-03-01,2025-03-14,25.18,9.73,10.95,4.51,C
MAR,2020-07-01,2025-03-14,25.52,10.07,10.95,4.51,C
MAR,2020-08-01,2025-03-14,24.92,10.07,10.95,3.9,C
MAR,2020-10-01,2025-03-14,24.95,10.07,10.95,3.93,C
MAR,2021-01-01,2025-03-14,24.95,10.07,10.95,3.93,C
MAR,2021-02-01,2025-03-14,24.95,10.07,10.95,3.93,C
MAR,2021-03-01,2025-03-14,24.95,10.07,10.95,3.93,C
MAR,2021-05-01,2025-03-14,21.79,7.85,10.03,3.9,C
MAR,2022-02-01,2025-03-14,22.08,7.95,10.03,4.09,C
MAR,2022-05-01,2025-03-14,21.89,8.75,9.05,4.09,C
MAR,2022-08-01,2025-03-14,21.89,8.75,9.05,4.09,C
MAR,2023-09-01,2025-03-14,21.43,8.55,9.16,3.72,C
MAR,2024-10-01,2025-03-14,20.34,7.19,9.56,3.59,C
MAR,2024-11-01,2025-03-14,19.2,7.14,8.36,3.7,B
MAR,2024-12-01,2025-03-14,19.2,7.14,8.36,3.7,B
MAR,2025-01-01,2025-03-14,19.2,7.14,8.36,3.7,B
MAR,2025-02-01,2025-03-14,19.32,7.14,8.48,3.7,B
MAR,2025-03-01,2025-03-14,20.81,8.22,8.98,3.61,C
MMC,2020-01-01,2025-03-14,18.59,0.07,7.76,10.77,B
MMC,2020-02-01,2025-03-14,18.59,0.07,7.76,10.77,B
MMC,2020-03-01,2025-03-14,18.59,0.07,7.76,10.77,B
MMC,2020-07-01,2025-03-14,19.23,0.11,8.36,10.77,B
MMC,2020-08-01,2025-03-14,19.23,0.11,8.36,10.77,B
MMC,2020-10-01,2025-03-14,19.38,0.11,8.36,10.92,B
MMC,2021-01-01,2025-03-14,19.38,0.11,8.36,10.92,B
MMC,2021-02-01,2025-03-14,19.38,0.11,8.36,10.92,B
MMC,2021-03-01,2025-03-14,19.38,0.11,8.36,10.92,B
MMC,2021-05-01,2025-03-14,19.38,0.11,8.36,10.92,B
MMC,2021-09-01,2025-03-14,19.18,0.11,8.36,10.72,B
MMC,2022-02-01,2025-03-14,18.76,0.06,7.9,10.79,B
MMC,2022-05-01,2025-03-14,19.27,0.06,7.9,11.3,B
MMC,2022-08-01,2025-03-14,19.45,0.06,7.9,11.49,B
MMC,2023-09-01,2025-03-14,21.07,0.09,11.31,9.67,C
MMC,2024-11-01,2025-03-14,19.98,0.19,11.03,8.76,B
MMC,2024-12-01,2025-03-14,19.98,0.19,11.03,8.76,B
MMC,2025-01-01,2025-03-14,19.98,0.19,11.03,8.76,B
MMC,2025-02-01,2025-03-14,19.98,0.19,11.03,8.76,B
MMC,2025-03-01,2025-03-14,19.98,0.19,11.03,8.76,B
MLM,2020-01-01,2025-03-14,32.54,19.16,4.66,8.71,D
MLM,2020-02-01,2025-03-14,32.54,19.16,4.66,8.71,D
MLM,2020-03-01,2025-03-14,32.54,19.16,4.66,8.71,D
MLM,2020-07-01,2025-03-14,32.47,19.22,4.66,8.59,D
MLM,2020-08-01,2025-03-14,32.47,19.22,4.66,8.59,D
MLM,2020-10-01,2025-03-14,32.5,19.22,4.66,8.61,D
MLM,2021-01-01,2025-03-14,31.28,17.65,4.9,8.72,D
MLM,2021-02-01,2025-03-14,31.28,17.65,4.9,8.72,D
MLM,2021-03-01,2025-03-14,31.28,17.65,4.9,8.72,D
MLM,2021-05-01,2025-03-14,31.52,17.9,4.9,8.72,D
MLM,2021-09-01,2025-03-14,31.78,17.9,4.9,8.99,D
MLM,2022-02-01,2025-03-14,32.28,18.55,4.86,8.86,D
MLM,2022-05-01,2025-03-14,32.28,18.55,4.86,8.86,D
MLM,2022-08-01,2025-03-14,32.15,18.55,4.86,8.74,D
MLM,2023-01-01,2025-03-14,31.82,18.55,4.53,8.74,D
MLM,2023-09-01,2025-03-14,30.12,16.68,4.77,8.67,D
MLM,2024-11-01,2025-03-14,27.47,15.44,6.81,5.21,C
MLM,2024-12-01,2025-03-14,23.9,14.07,6.0,3.82,C
MLM,2025-01-01,2025-03-14,23.9,14.07,6.0,3.82,C
MLM,2025-02-01,2025-03-14,23.9,14.07,6.0,3.82,C
MLM,2025-03-01,2025-03-14,23.9,14.07,6.0,3.82,C
MAS,2020-01-01,2025-03-14,20.7,10.72,3.75,6.23,C
MAS,2020-02-01,2025-03-14,20.7,10.72,3.75,6.23,C
MAS,2020-03-01,2025-03-14,20.7,10.72,3.75,6.23,C
MAS,2020-07-01,2025-03-14,19.79,10.57,3.1,6.12,B
MAS,2020-08-01,2025-03-14,19.79,10.57,3.1,6.12,B
MAS,2020-10-01,2025-03-14,19.81,10.57,3.1,6.14,B
MAS,2021-01-01,2025-03-14,19.8,10.57,3.1,6.14,B
MAS,2021-02-01,2025-03-14,19.8,10.57,3.1,6.14,B
MAS,2021-03-01,2025-03-14,19.8,10.57,3.1,6.14,B
MAS,2021-05-01,2025-03-14,25.77,13.9,4.29,7.57,C
MAS,2021-09-01,2025-03-14,25.77,13.9,4.29,7.57,C
MAS,2022-02-01,2025-03-14,25.77,13.9,4.29,7.57,C
MAS,2022-05-01,2025-03-14,25.93,13.9,4.29,7.74,C
MAS,2022-08-01,2025-03-14,25.93,13.9,4.29,7.74,C
MAS,2023-01-01,2025-03-14,22.44,9.44,5.8,7.21,C
MAS,2023-09-01,2025-03-14,22.19,9.73,5.64,6.82,C
MAS,2024-11-01,2025-03-14,22.27,11.05,6.42,4.8,C
MAS,2024-12-01,2025-03-14,22.27,11.05,6.42,4.8,C
MAS,2025-01-01,2025-03-14,22.27,11.05,6.42,4.8,C
MAS,2025-02-01,2025-03-14,22.27,11.05,6.42,4.8,C
MAS,2025-03-01,2025-03-14,22.27,11.05,6.42,4.8,C
MA,2020-01-01,2025-03-14,19.79,0.06,9.98,9.74,B
MA,2020-02-01,2025-03-14,16.8,0.06,7.68,9.06,B
MA,2020-03-01,2025-03-14,16.8,0.06,7.68,9.06,B
MA,2020-07-01,2025-03-14,16.6,0.06,7.68,8.86,B
MA,2020-08-01,2025-03-14,16.6,0.06,7.68,8.86,B
MA,2020-10-01,2025-03-14,16.62,0.06,7.68,8.88,B
MA,2021-01-01,2025-03-14,16.31,0.06,7.68,8.57,B
MA,2021-02-01,2025-03-14,16.31,0.06,7.68,8.57,B
MA,2021-03-01,2025-03-14,16.31,0.06,7.68,8.57,B
MA,2021-05-01,2025-03-14,16.31,0.06,7.68,8.57,B
MA,2021-09-01,2025-03-14,17.23,0.32,8.1,8.81,B
MA,2022-02-01,2025-03-14,17.23,0.32,8.1,8.81,B
MA,2022-05-01,2025-03-14,17.23,0.32,8.1,8.81,B
MA,2022-08-01,2025-03-14,16.98,0.32,8.1,8.57,B
MA,2023-09-01,2025-03-14,17.07,2.15,6.66,8.27,B
MA,2024-11-01,2025-03-14,16.13,1.61,7.95,6.57,B
MA,2024-12-01,2025-03-14,16.13,1.61,7.95,6.57,B
MA,2025-01-01,2025-03-14,16.13,1.61,7.95,6.57,B
MA,2025-02-01,2025-03-14,16.13,1.61,7.95,6.57,B
MA,2025-03-01,2025-03-14,16.56,1.61,8.38,6.57,B
MKC,2020-01-01,2025-03-14,31.93,10.76,15.02,6.16,D
MKC,2020-02-01,2025-03-14,31.93,10.76,15.02,6.16,D
MKC,2020-03-01,2025-03-14,32.01,10.76,15.1,6.16,D
MKC,2020-07-01,2025-03-14,30.7,10.06,15.1,5.55,D
MKC,2020-08-01,2025-03-14,30.7,10.06,15.1,5.55,D
MKC,2020-10-01,2025-03-14,30.72,10.06,15.1,5.57,D
MKC,2021-01-01,2025-03-14,28.38,9.07,14.08,5.23,C
MKC,2021-02-01,2025-03-14,28.38,9.07,14.08,5.23,C
MKC,2021-03-01,2025-03-14,28.38,9.07,14.08,5.23,C
MKC,2021-05-01,2025-03-14,28.43,8.96,14.14,5.32,C
MKC,2021-09-01,2025-03-14,28.43,8.96,14.14,5.32,C
MKC,2022-02-01,2025-03-14,28.74,8.96,14.45,5.32,C
MKC,2022-05-01,2025-03-14,26.75,9.92,11.52,5.3,C
MKC,2022-08-01,2025-03-14,26.53,9.92,11.3,5.3,C
MKC,2023-01-01,2025-03-14,26.58,10.07,11.3,5.21,C
MKC,2023-09-01,2025-03-14,26.07,9.63,11.09,5.35,C
MKC,2024-11-01,2025-03-14,25.85,8.61,13.3,3.94,C
MKC,2024-12-01,2025-03-14,25.85,8.61,13.3,3.94,C
MKC,2025-01-01,2025-03-14,25.85,8.61,13.3,3.94,C
MKC,2025-02-01,2025-03-14,26.04,8.61,13.49,3.94,C
MKC,2025-03-01,2025-03-14,27.8,11.17,12.57,4.06,C
MXIM,2020-01-01,2025-03-14,23.77,9.39,7.16,7.23,C
MXIM,2020-02-01,2025-03-14,23.77,9.39,7.16,7.23,C
MXIM,2020-03-01,2025-03-14,23.77,9.39,7.16,7.23,C
MXIM,2020-07-01,2025-03-14,24.19,9.28,7.16,7.76,C
MXIM,2020-08-01,2025-03-14,24.19,9.28,7.16,7.76,C
MXIM,2020-10-01,2025-03-14,24.19,9.28,7.16,7.76,C
MXIM,2021-01-01,2025-03-14,24.19,9.28,7.16,7.76,C
MXIM,2021-02-01,2025-03-14,24.19,9.28,7.16,7.76,C
MXIM,2021-03-01,2025-03-14,22.57,8.15,7.92,6.49,C
MXIM,2021-05-01,2025-03-14,21.92,7.5,7.92,6.49,C
MCD,2020-01-01,2025-03-14,25.33,4.36,14.78,6.19,C
MCD,2020-02-01,2025-03-14,25.33,4.36,14.78,6.19,C
MCD,2020-03-01,2025-03-14,25.33,4.36,14.78,6.19,C
MCD,2020-07-01,2025-03-14,24.7,4.28,14.78,5.65,C
MCD,2020-08-01,2025-03-14,23.97,3.67,14.65,5.65,C
MCD,2020-10-01,2025-03-14,23.97,3.67,14.65,5.65,C
MCD,2021-01-01,2025-03-14,23.88,3.67,14.65,5.56,C
MCD,2021-02-01,2025-03-14,23.88,3.67,14.65,5.56,C
MCD,2021-03-01,2025-03-14,23.88,3.67,14.65,5.56,C
MCD,2021-05-01,2025-03-14,23.88,3.67,14.65,5.56,C
MCD,2021-09-01,2025-03-14,23.84,3.67,14.65,5.53,C
MCD,2022-02-01,2025-03-14,24.42,4.11,14.45,5.86,C
MCD,2022-05-01,2025-03-14,24.55,4.12,14.45,5.98,C
MCD,2022-08-01,2025-03-14,24.79,4.18,14.3,6.32,C
MCD,2023-09-01,2025-03-14,25.95,7.56,12.56,5.84,C
MCD,2024-11-01,2025-03-14,25.93,8.33,12.97,4.64,C
MCD,2024-12-01,2025-03-14,25.93,8.33,12.97,4.64,C
MCD,2025-01-01,2025-03-14,25.93,8.33,12.97,4.64,C
MCD,2025-02-01,2025-03-14,25.56,8.39,12.53,4.64,C
MCD,2025-03-01,2025-03-14,28.51,9.86,13.02,5.64,C
MCK,2020-01-01,2025-03-14,19.98,2.12,11.59,6.28,B
MCK,2020-02-01,2025-03-14,19.98,2.12,11.59,6.28,B
MCK,2020-03-01,2025-03-14,19.98,2.12,11.59,6.28,B
MCK,2020-07-01,2025-03-14,19.98,2.12,11.59,6.28,B
MCK,2020-08-01,2025-03-14,19.74,2.12,11.59,6.03,B
MCK,2020-10-01,2025-03-14,19.8,2.12,11.65,6.03,B
MCK,2021-01-01,2025-03-14,16.24,2.04,8.89,5.32,B
MCK,2021-02-01,2025-03-14,16.28,2.04,8.89,5.36,B
MCK,2021-03-01,2025-03-14,16.28,2.04,8.89,5.36,B
MCK,2021-05-01,2025-03-14,16.28,2.04,8.89,5.36,B
MCK,2022-02-01,2025-03-14,16.44,2.04,8.89,5.51,B
MCK,2022-05-01,2025-03-14,15.17,2.29,7.37,5.52,B
MCK,2022-08-01,2025-03-14,15.17,2.29,7.37,5.52,B
MCK,2023-09-01,2025-03-14,15.23,1.65,7.28,6.29,B
MCK,2024-11-01,2025-03-14,13.22,1.67,7.23,4.32,B
MCK,2024-12-01,2025-03-14,13.22,1.67,7.23,4.32,B
MCK,2025-01-01,2025-03-14,13.22,1.67,7.23,4.32,B
MCK,2025-02-01,2025-03-14,13.06,1.67,7.23,4.16,B
MCK,2025-03-01,2025-03-14,12.6,1.65,6.99,3.95,B
MDT,2020-01-01,2025-03-14,25.74,2.45,13.33,9.96,C
MDT,2020-02-01,2025-03-14,25.74,2.45,13.33,9.96,C
MDT,2020-03-01,2025-03-14,26.77,2.45,14.35,9.96,C
MDT,2020-07-01,2025-03-14,25.93,2.55,14.23,9.15,C
MDT,2020-08-01,2025-03-14,24.84,2.57,14.28,7.98,C
MDT,2020-10-01,2025-03-14,24.86,2.57,14.28,8.0,C
MDT,2021-01-01,2025-03-14,24.33,2.57,14.03,7.73,C
MDT,2021-02-01,2025-03-14,24.33,2.57,14.03,7.73,C
MDT,2021-03-01,2025-03-14,24.34,2.57,14.03,7.73,C
MDT,2021-05-01,2025-03-14,24.34,2.57,14.03,7.73,C
MDT,2021-09-01,2025-03-14,23.48,2.34,13.39,7.75,C
MDT,2022-02-01,2025-03-14,23.39,2.34,13.39,7.66,C
MDT,2022-05-01,2025-03-14,22.66,2.39,12.63,7.63,C
MDT,2022-08-01,2025-03-14,22.66,2.39,12.63,7.63,C
MDT,2023-09-01,2025-03-14,22.77,1.78,13.43,7.57,C
MDT,2024-11-01,2025-03-14,22.16,1.82,13.39,6.95,C
MDT,2024-12-01,2025-03-14,22.16,1.82,13.39,6.95,C
MDT,2025-01-01,2025-03-14,22.16,1.82,13.39,6.95,C
MDT,2025-02-01,2025-03-14,22.16,1.82,13.39,6.95,C
MDT,2025-03-01,2025-03-14,22.16,1.82,13.39,6.95,C
MRK,2020-01-01,2025-03-14,27.75,1.56,15.2,10.99,C
MRK,2020-02-01,2025-03-14,27.55,1.65,14.9,11.01,C
MRK,2020-03-01,2025-03-14,27.55,1.65,14.9,11.01,C
MRK,2020-07-01,2025-03-14,26.82,1.65,14.05,11.13,C
MRK,2020-08-01,2025-03-14,26.82,1.65,14.05,11.13,C
MRK,2020-10-01,2025-03-14,26.85,1.65,14.05,11.15,C
MRK,2021-01-01,2025-03-14,22.5,0.9,11.31,10.3,C
MRK,2021-02-01,2025-03-14,22.5,0.9,11.31,10.3,C
MRK,2021-03-01,2025-03-14,22.98,0.9,11.31,10.78,C
MRK,2021-05-01,2025-03-14,22.98,0.9,11.31,10.78,C
MRK,2021-09-01,2025-03-14,22.39,0.79,11.18,10.42,C
MRK,2022-02-01,2025-03-14,21.91,0.79,11.47,9.64,C
MRK,2022-05-01,2025-03-14,21.91,0.79,11.47,9.64,C
MRK,2022-08-01,2025-03-14,21.84,0.79,11.47,9.57,C
MRK,2023-09-01,2025-03-14,21.39,1.85,10.64,8.9,C
MRK,2024-11-01,2025-03-14,19.96,2.89,11.4,5.67,B
MRK,2024-12-01,2025-03-14,19.96,2.89,11.4,5.67,B
MRK,2025-01-01,2025-03-14,19.96,2.89,11.4,5.67,B
MRK,2025-02-01,2025-03-14,19.96,2.89,11.4,5.67,B
MRK,2025-03-01,2025-03-14,20.17,2.89,11.62,5.67,C
MET,2020-01-01,2025-03-14,23.46,1.26,10.62,11.58,C
MET,2020-02-01,2025-03-14,23.46,1.26,10.62,11.58,C
MET,2020-03-01,2025-03-14,23.46,1.26,10.62,11.58,C
