ticker,company_name,timestamp,last_processing_date,total_score,environment_score,social_score,governance_score,rating
MMM,3M Company,2020-01-01,2025-03-27,34.53,12.6,12.7,9.23,D
MMM,3M Company,2020-02-01,2025-03-27,34.53,12.6,12.7,9.23,D
MMM,3M Company,2020-03-01,2025-03-27,33.54,12.6,12.55,8.39,D
MMM,3M Company,2020-07-01,2025-03-27,34.75,12.79,13.89,8.07,D
MMM,3M Company,2020-08-01,2025-03-27,34.75,12.79,13.89,8.07,D
MMM,3M Company,2020-10-01,2025-03-27,34.86,12.79,14.0,8.07,D
MMM,3M Company,2021-01-01,2025-03-27,34.86,12.79,14.0,8.07,D
MMM,3M Company,2021-02-01,2025-03-27,35.24,12.79,14.0,8.45,D
MMM,3M Company,2021-03-01,2025-03-27,35.24,12.79,14.0,8.45,D
MMM,3M Company,2021-05-01,2025-03-27,34.88,13.2,13.6,8.08,D
MMM,3M Company,2021-09-01,2025-03-27,34.88,13.2,13.6,8.08,D
MMM,3M Company,2022-02-01,2025-03-27,34.88,13.2,13.6,8.08,D
MMM,3M Company,2022-05-01,2025-03-27,33.61,12.33,13.56,7.72,D
MMM,3M Company,2022-08-01,2025-03-27,33.61,12.33,13.56,7.72,D
MMM,3M Company,2023-09-01,2025-03-27,37.35,17.22,13.59,6.54,D
MMM,3M Company,2024-11-01,2025-03-27,40.71,17.19,16.69,6.84,E
MMM,3M Company,2024-12-01,2025-03-27,42.86,19.53,16.82,6.51,E
MMM,3M Company,2025-01-01,2025-03-27,42.86,19.53,16.82,6.51,E
MMM,3M Company,2025-02-01,2025-03-27,42.86,19.53,16.82,6.51,E
MMM,3M Company,2025-03-01,2025-03-27,42.86,19.53,16.82,6.51,E
ABT,Abbott Laboratories,2020-01-01,2025-03-27,30.62,3.74,15.31,11.58,D
ABT,Abbott Laboratories,2020-02-01,2025-03-27,30.63,3.74,15.31,11.58,D
ABT,Abbott Laboratories,2020-03-01,2025-03-27,31.26,3.74,15.94,11.58,D
ABT,Abbott Laboratories,2020-07-01,2025-03-27,29.83,2.98,16.21,10.63,C
ABT,Abbott Laboratories,2020-08-01,2025-03-27,29.83,2.98,16.21,10.63,C
ABT,Abbott Laboratories,2020-10-01,2025-03-27,29.85,2.98,16.21,10.65,C
ABT,Abbott Laboratories,2021-01-01,2025-03-27,29.85,2.98,16.21,10.65,C
ABT,Abbott Laboratories,2021-02-01,2025-03-27,29.85,2.98,16.21,10.65,C
ABT,Abbott Laboratories,2021-03-01,2025-03-27,29.85,2.98,16.21,10.65,C
ABT,Abbott Laboratories,2021-05-01,2025-03-27,29.98,3.11,16.21,10.65,C
ABT,Abbott Laboratories,2021-09-01,2025-03-27,25.96,3.03,13.54,9.39,C
ABT,Abbott Laboratories,2022-02-01,2025-03-27,25.96,3.03,13.54,9.39,C
ABT,Abbott Laboratories,2022-05-01,2025-03-27,25.96,3.03,13.54,9.39,C
ABT,Abbott Laboratories,2022-08-01,2025-03-27,24.98,3.03,13.59,8.36,C
ABT,Abbott Laboratories,2023-09-01,2025-03-27,24.83,2.27,14.24,8.33,C
ABT,Abbott Laboratories,2024-11-01,2025-03-27,22.21,1.81,13.84,6.56,C
ABT,Abbott Laboratories,2024-12-01,2025-03-27,22.21,1.81,13.84,6.56,C
ABT,Abbott Laboratories,2025-01-01,2025-03-27,22.21,1.81,13.84,6.56,C
ABT,Abbott Laboratories,2025-02-01,2025-03-27,21.62,1.81,13.77,6.05,C
ABT,Abbott Laboratories,2025-03-01,2025-03-27,21.62,1.81,13.77,6.05,C
ABBV,AbbVie Inc.,2020-01-01,2025-03-27,30.35,0.96,16.54,12.84,D
ABBV,AbbVie Inc.,2020-02-01,2025-03-27,30.35,0.96,16.54,12.84,D
ABBV,AbbVie Inc.,2020-03-01,2025-03-27,30.35,0.96,16.54,12.84,D
ABBV,AbbVie Inc.,2020-07-01,2025-03-27,30.19,0.96,16.53,12.69,D
ABBV,AbbVie Inc.,2020-08-01,2025-03-27,31.26,0.96,18.01,12.28,D
ABBV,AbbVie Inc.,2020-10-01,2025-03-27,30.86,0.96,18.15,11.75,D
ABBV,AbbVie Inc.,2021-01-01,2025-03-27,29.07,0.65,17.09,11.33,C
ABBV,AbbVie Inc.,2021-02-01,2025-03-27,29.07,0.65,17.09,11.33,C
ABBV,AbbVie Inc.,2021-03-01,2025-03-27,29.07,0.65,17.09,11.33,C
ABBV,AbbVie Inc.,2021-05-01,2025-03-27,29.07,0.65,17.09,11.33,C
ABBV,AbbVie Inc.,2021-09-01,2025-03-27,27.38,0.65,16.64,10.1,C
ABBV,AbbVie Inc.,2022-02-01,2025-03-27,28.01,1.12,16.92,9.98,C
ABBV,AbbVie Inc.,2022-05-01,2025-03-27,28.01,1.12,16.92,9.98,C
ABBV,AbbVie Inc.,2022-08-01,2025-03-27,27.84,1.12,16.77,9.95,C
ABBV,AbbVie Inc.,2023-09-01,2025-03-27,29.93,2.38,17.19,10.36,C
ABBV,AbbVie Inc.,2024-11-01,2025-03-27,26.1,1.78,15.7,8.62,C
ABBV,AbbVie Inc.,2024-12-01,2025-03-27,26.1,1.78,15.7,8.62,C
ABBV,AbbVie Inc.,2025-01-01,2025-03-27,26.1,1.78,15.7,8.62,C
ABBV,AbbVie Inc.,2025-02-01,2025-03-27,25.97,1.78,15.71,8.48,C
ABBV,AbbVie Inc.,2025-03-01,2025-03-27,23.87,2.36,14.88,6.63,C
ACN,Accenture plc,2020-01-01,2025-03-27,15.32,0.96,8.19,6.17,B
ACN,Accenture plc,2020-02-01,2025-03-27,15.45,0.96,8.19,6.3,B
ACN,Accenture plc,2020-03-01,2025-03-27,15.45,0.96,8.19,6.3,B
ACN,Accenture plc,2020-07-01,2025-03-27,11.24,0.55,4.98,5.71,B
ACN,Accenture plc,2020-08-01,2025-03-27,11.24,0.55,4.98,5.71,B
ACN,Accenture plc,2020-10-01,2025-03-27,11.24,0.55,4.98,5.71,B
ACN,Accenture plc,2021-01-01,2025-03-27,11.31,0.55,4.98,5.78,B
ACN,Accenture plc,2021-02-01,2025-03-27,11.31,0.55,4.98,5.78,B
ACN,Accenture plc,2021-03-01,2025-03-27,11.31,0.55,4.98,5.78,B
ACN,Accenture plc,2021-05-01,2025-03-27,11.31,0.55,4.98,5.78,B
ACN,Accenture plc,2021-09-01,2025-03-27,11.41,0.55,5.37,5.49,B
ACN,Accenture plc,2022-02-01,2025-03-27,9.45,0.29,4.32,4.83,A
ACN,Accenture plc,2022-05-01,2025-03-27,9.71,0.29,4.58,4.83,A
ACN,Accenture plc,2022-08-01,2025-03-27,9.71,0.29,4.58,4.83,A
ACN,Accenture plc,2023-09-01,2025-03-27,9.84,0.82,4.61,4.41,A
ACN,Accenture plc,2024-11-01,2025-03-27,11.91,2.06,6.81,3.05,B
ACN,Accenture plc,2024-12-01,2025-03-27,11.91,2.06,6.81,3.05,B
ACN,Accenture plc,2025-01-01,2025-03-27,11.09,0.14,6.94,4.01,B
ACN,Accenture plc,2025-02-01,2025-03-27,11.09,0.14,6.94,4.01,B
ACN,Accenture plc,2025-03-01,2025-03-27,11.09,0.14,6.94,4.01,B
ATVI,Unknown,2020-01-01,2025-03-27,16.71,0.15,10.46,6.09,B
ATVI,Unknown,2020-02-01,2025-03-27,16.71,0.15,10.46,6.09,B
ATVI,Unknown,2020-03-01,2025-03-27,16.71,0.15,10.46,6.09,B
ATVI,Unknown,2020-07-01,2025-03-27,16.71,0.15,10.46,6.09,B
ATVI,Unknown,2020-08-01,2025-03-27,16.82,0.15,10.46,6.2,B
ATVI,Unknown,2020-10-01,2025-03-27,16.84,0.15,10.46,6.22,B
ATVI,Unknown,2021-01-01,2025-03-27,17.04,0.15,10.66,6.22,B
ATVI,Unknown,2021-02-01,2025-03-27,17.04,0.15,10.66,6.22,B
ATVI,Unknown,2021-03-01,2025-03-27,17.04,0.15,10.66,6.22,B
ATVI,Unknown,2021-05-01,2025-03-27,16.15,0.15,9.84,6.15,B
ATVI,Unknown,2022-02-01,2025-03-27,19.12,0.15,12.48,6.49,B
ATVI,Unknown,2022-05-01,2025-03-27,19.16,0.15,12.48,6.52,B
ATVI,Unknown,2022-08-01,2025-03-27,18.94,0.15,12.48,6.31,B
ATVI,Unknown,2023-09-01,2025-03-27,16.47,0.13,9.83,6.51,B
ADBE,Adobe Inc.,2020-01-01,2025-03-27,13.59,0.45,8.08,5.07,B
ADBE,Adobe Inc.,2020-02-01,2025-03-27,13.59,0.45,8.08,5.07,B
ADBE,Adobe Inc.,2020-03-01,2025-03-27,13.59,0.45,8.08,5.07,B
ADBE,Adobe Inc.,2020-07-01,2025-03-27,13.59,0.45,8.08,5.07,B
ADBE,Adobe Inc.,2020-08-01,2025-03-27,13.59,0.45,8.08,5.07,B
ADBE,Adobe Inc.,2020-10-01,2025-03-27,13.32,0.45,7.93,4.94,B
ADBE,Adobe Inc.,2021-01-01,2025-03-27,10.98,0.48,5.65,4.84,B
ADBE,Adobe Inc.,2021-02-01,2025-03-27,10.88,0.48,5.65,4.74,B
ADBE,Adobe Inc.,2021-03-01,2025-03-27,10.88,0.48,5.65,4.74,B
ADBE,Adobe Inc.,2021-05-01,2025-03-27,10.88,0.48,5.65,4.74,B
ADBE,Adobe Inc.,2021-09-01,2025-03-27,10.78,0.48,5.65,4.64,B
ADBE,Adobe Inc.,2022-02-01,2025-03-27,10.78,0.48,5.65,4.64,B
ADBE,Adobe Inc.,2022-05-01,2025-03-27,12.46,1.89,5.93,4.64,B
ADBE,Adobe Inc.,2022-08-01,2025-03-27,12.46,1.89,5.93,4.64,B
ADBE,Adobe Inc.,2023-09-01,2025-03-27,13.08,1.94,5.99,5.15,B
ADBE,Adobe Inc.,2024-10-01,2025-03-27,14.06,1.69,7.23,5.14,B
ADBE,Adobe Inc.,2024-11-01,2025-03-27,14.06,1.69,7.23,5.14,B
ADBE,Adobe Inc.,2024-12-01,2025-03-27,14.06,1.69,7.23,5.14,B
ADBE,Adobe Inc.,2025-01-01,2025-03-27,14.06,1.69,7.23,5.14,B
ADBE,Adobe Inc.,2025-02-01,2025-03-27,14.06,1.69,7.23,5.14,B
ADBE,Adobe Inc.,2025-03-01,2025-03-27,14.36,2.83,6.75,4.79,B
AMD,"Advanced Micro Devices, Inc.",2024-10-01,2025-03-27,13.83,3.29,5.76,4.79,B
AMD,"Advanced Micro Devices, Inc.",2024-11-01,2025-03-27,13.83,3.29,5.76,4.79,B
AMD,"Advanced Micro Devices, Inc.",2024-12-01,2025-03-27,13.65,3.29,5.47,4.89,B
AMD,"Advanced Micro Devices, Inc.",2025-01-01,2025-03-27,13.65,3.29,5.47,4.89,B
AMD,"Advanced Micro Devices, Inc.",2025-02-01,2025-03-27,12.51,3.01,4.22,5.28,B
AMD,"Advanced Micro Devices, Inc.",2025-03-01,2025-03-27,12.51,3.01,4.22,5.28,B
AAP,"Advance Auto Parts, Inc.",2020-01-01,2025-03-27,13.38,0.14,9.09,4.15,B
AAP,"Advance Auto Parts, Inc.",2020-02-01,2025-03-27,12.91,0.14,9.09,3.68,B
AAP,"Advance Auto Parts, Inc.",2020-03-01,2025-03-27,12.91,0.14,9.09,3.68,B
AAP,"Advance Auto Parts, Inc.",2020-07-01,2025-03-27,12.38,0.1,8.67,3.61,B
AAP,"Advance Auto Parts, Inc.",2020-08-01,2025-03-27,12.38,0.1,8.67,3.61,B
AAP,"Advance Auto Parts, Inc.",2020-10-01,2025-03-27,12.4,0.1,8.67,3.63,B
AAP,"Advance Auto Parts, Inc.",2021-01-01,2025-03-27,12.4,0.1,8.67,3.63,B
AAP,"Advance Auto Parts, Inc.",2021-02-01,2025-03-27,12.1,0.1,8.67,3.33,B
AAP,"Advance Auto Parts, Inc.",2021-03-01,2025-03-27,12.1,0.1,8.67,3.33,B
AAP,"Advance Auto Parts, Inc.",2021-05-01,2025-03-27,12.1,0.1,8.67,3.33,B
AAP,"Advance Auto Parts, Inc.",2021-09-01,2025-03-27,12.58,0.1,9.14,3.33,B
AAP,"Advance Auto Parts, Inc.",2022-02-01,2025-03-27,12.97,0.1,9.17,3.7,B
AAP,"Advance Auto Parts, Inc.",2022-05-01,2025-03-27,12.97,0.1,9.17,3.7,B
AAP,"Advance Auto Parts, Inc.",2022-08-01,2025-03-27,12.97,0.1,9.17,3.7,B
AAP,"Advance Auto Parts, Inc.",2023-01-01,2025-03-27,11.52,0.11,8.29,3.11,B
AAP,"Advance Auto Parts, Inc.",2023-09-01,2025-03-27,11.52,0.11,8.29,3.11,B
AAP,"Advance Auto Parts, Inc.",2024-11-01,2025-03-27,10.72,0.23,8.17,2.32,B
AAP,"Advance Auto Parts, Inc.",2024-12-01,2025-03-27,10.72,0.23,8.17,2.32,B
AAP,"Advance Auto Parts, Inc.",2025-01-01,2025-03-27,10.72,0.23,8.17,2.32,B
AAP,"Advance Auto Parts, Inc.",2025-02-01,2025-03-27,10.72,0.23,8.17,2.32,B
AAP,"Advance Auto Parts, Inc.",2025-03-01,2025-03-27,10.72,0.23,8.17,2.32,B
AES,The AES Corporation,2020-01-01,2025-03-27,33.69,19.19,8.56,5.94,D
AES,The AES Corporation,2020-02-01,2025-03-27,33.69,19.19,8.56,5.94,D
AES,The AES Corporation,2020-03-01,2025-03-27,33.69,19.19,8.56,5.94,D
AES,The AES Corporation,2020-07-01,2025-03-27,33.15,18.83,8.56,5.77,D
AES,The AES Corporation,2020-08-01,2025-03-27,33.15,18.83,8.56,5.77,D
AES,The AES Corporation,2020-10-01,2025-03-27,33.17,18.83,8.56,5.79,D
AES,The AES Corporation,2021-01-01,2025-03-27,33.43,18.83,8.82,5.79,D
AES,The AES Corporation,2021-02-01,2025-03-27,33.43,18.83,8.82,5.79,D
AES,The AES Corporation,2021-03-01,2025-03-27,34.97,20.82,8.31,5.84,D
AES,The AES Corporation,2021-05-01,2025-03-27,34.94,20.79,8.31,5.84,D
AES,The AES Corporation,2021-09-01,2025-03-27,35.05,20.79,8.31,5.95,D
AES,The AES Corporation,2022-02-01,2025-03-27,35.05,20.79,8.31,5.95,D
AES,The AES Corporation,2022-05-01,2025-03-27,34.16,16.48,11.2,6.48,D
AES,The AES Corporation,2022-08-01,2025-03-27,34.15,16.48,11.2,6.47,D
AES,The AES Corporation,2023-01-01,2025-03-27,34.15,16.48,11.2,6.47,D
AES,The AES Corporation,2023-09-01,2025-03-27,26.69,13.26,8.18,5.26,C
AES,The AES Corporation,2024-11-01,2025-03-27,23.48,11.2,8.53,3.75,C
AES,The AES Corporation,2024-12-01,2025-03-27,25.04,12.0,9.79,3.25,C
AES,The AES Corporation,2025-01-01,2025-03-27,25.04,12.0,9.79,3.25,C
AES,The AES Corporation,2025-02-01,2025-03-27,24.32,12.02,9.05,3.25,C
AES,The AES Corporation,2025-03-01,2025-03-27,24.32,12.02,9.05,3.25,C
AFL,Aflac Incorporated,2020-01-01,2025-03-27,24.38,2.02,8.76,13.59,C
AFL,Aflac Incorporated,2020-02-01,2025-03-27,24.38,2.02,8.76,13.59,C
AFL,Aflac Incorporated,2020-03-01,2025-03-27,23.62,2.06,7.97,13.59,C
AFL,Aflac Incorporated,2020-07-01,2025-03-27,23.62,2.06,7.97,13.59,C
AFL,Aflac Incorporated,2020-08-01,2025-03-27,23.62,2.06,7.97,13.59,C
AFL,Aflac Incorporated,2020-10-01,2025-03-27,23.62,2.06,7.97,13.59,C
AFL,Aflac Incorporated,2021-01-01,2025-03-27,23.62,2.06,7.97,13.59,C
AFL,Aflac Incorporated,2021-02-01,2025-03-27,23.26,2.46,7.86,12.94,C
AFL,Aflac Incorporated,2021-03-01,2025-03-27,23.26,2.46,7.86,12.94,C
AFL,Aflac Incorporated,2021-05-01,2025-03-27,23.26,2.46,7.86,12.94,C
AFL,Aflac Incorporated,2021-09-01,2025-03-27,22.96,2.46,7.86,12.64,C
AFL,Aflac Incorporated,2022-02-01,2025-03-27,17.3,0.47,7.26,9.57,B
AFL,Aflac Incorporated,2022-05-01,2025-03-27,17.3,0.47,7.26,9.57,B
AFL,Aflac Incorporated,2022-08-01,2025-03-27,17.3,0.47,7.26,9.57,B
AFL,Aflac Incorporated,2023-09-01,2025-03-27,18.33,0.3,9.14,8.9,B
AFL,Aflac Incorporated,2024-11-01,2025-03-27,17.46,0.36,8.99,8.12,B
AFL,Aflac Incorporated,2024-12-01,2025-03-27,18.58,1.29,8.32,8.97,B
AFL,Aflac Incorporated,2025-01-01,2025-03-27,18.58,1.29,8.32,8.97,B
AFL,Aflac Incorporated,2025-02-01,2025-03-27,18.58,1.29,8.32,8.97,B
AFL,Aflac Incorporated,2025-03-01,2025-03-27,18.58,1.29,8.32,8.97,B
A,"Agilent Technologies, Inc.",2020-01-01,2025-03-27,17.52,0.87,9.42,7.23,B
A,"Agilent Technologies, Inc.",2020-02-01,2025-03-27,17.52,0.87,9.42,7.23,B
A,"Agilent Technologies, Inc.",2020-03-01,2025-03-27,17.52,0.87,9.42,7.23,B
A,"Agilent Technologies, Inc.",2020-07-01,2025-03-27,16.79,0.87,9.42,6.5,B
A,"Agilent Technologies, Inc.",2020-08-01,2025-03-27,16.79,0.87,9.42,6.5,B
A,"Agilent Technologies, Inc.",2020-10-01,2025-03-27,16.72,0.87,9.4,6.45,B
A,"Agilent Technologies, Inc.",2021-01-01,2025-03-27,16.64,0.87,9.44,6.33,B
A,"Agilent Technologies, Inc.",2021-02-01,2025-03-27,16.64,0.87,9.44,6.33,B
A,"Agilent Technologies, Inc.",2021-03-01,2025-03-27,16.57,0.87,9.44,6.26,B
A,"Agilent Technologies, Inc.",2021-05-01,2025-03-27,16.57,0.87,9.44,6.26,B
A,"Agilent Technologies, Inc.",2021-09-01,2025-03-27,16.57,0.87,9.44,6.26,B
A,"Agilent Technologies, Inc.",2022-02-01,2025-03-27,15.33,0.34,8.65,6.34,B
A,"Agilent Technologies, Inc.",2022-05-01,2025-03-27,15.33,0.34,8.65,6.34,B
A,"Agilent Technologies, Inc.",2022-08-01,2025-03-27,15.33,0.34,8.65,6.34,B
A,"Agilent Technologies, Inc.",2023-01-01,2025-03-27,15.24,0.34,8.65,6.26,B
A,"Agilent Technologies, Inc.",2023-09-01,2025-03-27,13.64,1.12,6.42,6.1,B
A,"Agilent Technologies, Inc.",2024-11-01,2025-03-27,11.36,1.19,6.23,3.93,B
A,"Agilent Technologies, Inc.",2024-12-01,2025-03-27,11.36,1.19,6.23,3.93,B
A,"Agilent Technologies, Inc.",2025-01-01,2025-03-27,11.36,1.19,6.23,3.93,B
A,"Agilent Technologies, Inc.",2025-02-01,2025-03-27,11.31,1.14,6.23,3.93,B
A,"Agilent Technologies, Inc.",2025-03-01,2025-03-27,10.09,1.14,5.01,3.94,B
APD,"Air Products and Chemicals, Inc.",2020-01-01,2025-03-27,12.32,6.64,2.01,3.66,B
APD,"Air Products and Chemicals, Inc.",2020-02-01,2025-03-27,12.16,6.64,1.85,3.66,B
APD,"Air Products and Chemicals, Inc.",2020-03-01,2025-03-27,11.62,6.38,1.56,3.68,B
APD,"Air Products and Chemicals, Inc.",2020-07-01,2025-03-27,11.24,6.0,1.56,3.68,B
APD,"Air Products and Chemicals, Inc.",2020-08-01,2025-03-27,11.24,6.0,1.56,3.68,B
APD,"Air Products and Chemicals, Inc.",2020-10-01,2025-03-27,11.24,6.0,1.56,3.68,B
APD,"Air Products and Chemicals, Inc.",2021-01-01,2025-03-27,11.21,6.0,1.56,3.64,B
APD,"Air Products and Chemicals, Inc.",2021-02-01,2025-03-27,11.15,6.06,1.43,3.65,B
APD,"Air Products and Chemicals, Inc.",2021-03-01,2025-03-27,11.15,6.06,1.43,3.65,B
APD,"Air Products and Chemicals, Inc.",2021-05-01,2025-03-27,11.18,6.09,1.43,3.65,B
APD,"Air Products and Chemicals, Inc.",2022-02-01,2025-03-27,10.81,5.94,1.28,3.59,B
APD,"Air Products and Chemicals, Inc.",2022-05-01,2025-03-27,10.81,5.94,1.28,3.59,B
APD,"Air Products and Chemicals, Inc.",2022-08-01,2025-03-27,10.81,5.94,1.28,3.59,B
APD,"Air Products and Chemicals, Inc.",2023-09-01,2025-03-27,12.26,7.42,1.5,3.35,B
APD,"Air Products and Chemicals, Inc.",2024-11-01,2025-03-27,14.83,8.45,3.44,2.94,B
APD,"Air Products and Chemicals, Inc.",2024-12-01,2025-03-27,14.83,8.45,3.44,2.94,B
APD,"Air Products and Chemicals, Inc.",2025-01-01,2025-03-27,14.83,8.45,3.44,2.94,B
APD,"Air Products and Chemicals, Inc.",2025-02-01,2025-03-27,14.83,8.45,3.44,2.94,B
APD,"Air Products and Chemicals, Inc.",2025-03-01,2025-03-27,14.83,8.45,3.44,2.94,B
AKAM,"Akamai Technologies, Inc.",2020-01-01,2025-03-27,20.94,1.8,11.8,7.34,C
AKAM,"Akamai Technologies, Inc.",2020-02-01,2025-03-27,20.94,1.8,11.8,7.34,C
AKAM,"Akamai Technologies, Inc.",2020-03-01,2025-03-27,20.94,1.8,11.8,7.34,C
AKAM,"Akamai Technologies, Inc.",2020-07-01,2025-03-27,21.16,2.02,11.8,7.34,C
AKAM,"Akamai Technologies, Inc.",2020-08-01,2025-03-27,21.16,2.02,11.8,7.34,C
AKAM,"Akamai Technologies, Inc.",2020-10-01,2025-03-27,21.16,2.02,11.8,7.34,C
AKAM,"Akamai Technologies, Inc.",2021-01-01,2025-03-27,21.35,2.02,11.8,7.53,C
AKAM,"Akamai Technologies, Inc.",2021-02-01,2025-03-27,21.35,2.02,11.8,7.53,C
AKAM,"Akamai Technologies, Inc.",2021-03-01,2025-03-27,21.35,2.02,11.8,7.53,C
AKAM,"Akamai Technologies, Inc.",2021-05-01,2025-03-27,21.34,1.91,11.8,7.63,C
AKAM,"Akamai Technologies, Inc.",2021-09-01,2025-03-27,20.16,1.93,10.35,7.88,C
AKAM,"Akamai Technologies, Inc.",2022-02-01,2025-03-27,19.94,1.93,10.35,7.66,B
AKAM,"Akamai Technologies, Inc.",2022-05-01,2025-03-27,19.63,1.93,10.35,7.35,B
AKAM,"Akamai Technologies, Inc.",2022-08-01,2025-03-27,19.63,1.93,10.35,7.35,B
AKAM,"Akamai Technologies, Inc.",2023-01-01,2025-03-27,16.55,2.93,6.9,6.72,B
AKAM,"Akamai Technologies, Inc.",2023-09-01,2025-03-27,17.01,3.0,7.09,6.93,B
AKAM,"Akamai Technologies, Inc.",2024-10-01,2025-03-27,13.31,2.74,6.83,3.74,B
AKAM,"Akamai Technologies, Inc.",2024-11-01,2025-03-27,13.31,2.74,6.83,3.74,B
AKAM,"Akamai Technologies, Inc.",2024-12-01,2025-03-27,13.31,2.74,6.83,3.74,B
AKAM,"Akamai Technologies, Inc.",2025-01-01,2025-03-27,13.31,2.74,6.83,3.74,B
AKAM,"Akamai Technologies, Inc.",2025-02-01,2025-03-27,13.31,2.74,6.83,3.74,B
AKAM,"Akamai Technologies, Inc.",2025-03-01,2025-03-27,13.31,2.74,6.83,3.74,B
ALK,"Alaska Air Group, Inc.",2024-11-01,2025-03-27,25.15,9.63,11.03,4.49,C
ALK,"Alaska Air Group, Inc.",2024-12-01,2025-03-27,25.15,9.63,11.03,4.49,C
ALK,"Alaska Air Group, Inc.",2025-01-01,2025-03-27,25.15,9.63,11.03,4.49,C
ALK,"Alaska Air Group, Inc.",2025-02-01,2025-03-27,25.26,9.63,11.15,4.49,C
ALK,"Alaska Air Group, Inc.",2025-03-01,2025-03-27,25.26,9.63,11.15,4.49,C
ALB,Albemarle Corporation,2020-01-01,2025-03-27,37.26,19.68,8.91,8.67,D
ALB,Albemarle Corporation,2020-02-01,2025-03-27,37.26,19.68,8.91,8.67,D
ALB,Albemarle Corporation,2020-03-01,2025-03-27,37.26,19.68,8.91,8.67,D
ALB,Albemarle Corporation,2020-07-01,2025-03-27,36.72,19.09,8.91,8.72,D
ALB,Albemarle Corporation,2020-08-01,2025-03-27,36.72,19.09,8.91,8.72,D
ALB,Albemarle Corporation,2020-10-01,2025-03-27,36.74,19.09,8.91,8.74,D
ALB,Albemarle Corporation,2021-01-01,2025-03-27,36.74,19.09,8.91,8.74,D
ALB,Albemarle Corporation,2021-02-01,2025-03-27,36.74,19.09,8.91,8.74,D
ALB,Albemarle Corporation,2021-03-01,2025-03-27,36.74,19.09,8.91,8.74,D
ALB,Albemarle Corporation,2021-05-01,2025-03-27,36.74,19.09,8.91,8.74,D
ALB,Albemarle Corporation,2021-09-01,2025-03-27,37.21,19.09,9.21,8.9,D
ALB,Albemarle Corporation,2022-02-01,2025-03-27,29.4,15.86,5.58,7.96,C
ALB,Albemarle Corporation,2022-05-01,2025-03-27,28.79,15.53,5.3,7.96,C
ALB,Albemarle Corporation,2022-08-01,2025-03-27,28.8,15.53,5.54,7.73,C
ALB,Albemarle Corporation,2023-01-01,2025-03-27,28.8,15.53,5.54,7.73,C
ALB,Albemarle Corporation,2023-09-01,2025-03-27,26.57,15.39,4.85,6.33,C
ALB,Albemarle Corporation,2024-11-01,2025-03-27,20.11,11.83,3.79,4.49,C
ALB,Albemarle Corporation,2024-12-01,2025-03-27,20.11,11.83,3.79,4.49,C
ALB,Albemarle Corporation,2025-01-01,2025-03-27,20.11,11.83,3.79,4.49,C
ALB,Albemarle Corporation,2025-02-01,2025-03-27,20.11,11.83,3.79,4.49,C
ALB,Albemarle Corporation,2025-03-01,2025-03-27,20.11,11.83,3.79,4.49,C
ARE,"Alexandria Real Estate Equities, Inc.",2020-01-01,2025-03-27,14.81,1.97,7.36,5.47,B
ARE,"Alexandria Real Estate Equities, Inc.",2020-02-01,2025-03-27,14.81,1.97,7.36,5.47,B
ARE,"Alexandria Real Estate Equities, Inc.",2020-03-01,2025-03-27,14.81,1.97,7.36,5.47,B
ARE,"Alexandria Real Estate Equities, Inc.",2020-07-01,2025-03-27,15.32,1.97,7.36,5.98,B
ARE,"Alexandria Real Estate Equities, Inc.",2020-08-01,2025-03-27,15.32,1.97,7.36,5.98,B
ARE,"Alexandria Real Estate Equities, Inc.",2020-10-01,2025-03-27,15.35,1.97,7.36,6.01,B
ARE,"Alexandria Real Estate Equities, Inc.",2021-01-01,2025-03-27,15.35,1.97,7.36,6.01,B
ARE,"Alexandria Real Estate Equities, Inc.",2021-02-01,2025-03-27,15.35,1.97,7.36,6.01,B
ARE,"Alexandria Real Estate Equities, Inc.",2021-03-01,2025-03-27,15.1,2.98,6.27,5.86,B
ARE,"Alexandria Real Estate Equities, Inc.",2021-05-01,2025-03-27,15.1,2.98,6.27,5.86,B
ARE,"Alexandria Real Estate Equities, Inc.",2021-09-01,2025-03-27,15.15,2.98,6.27,5.9,B
ARE,"Alexandria Real Estate Equities, Inc.",2022-02-01,2025-03-27,15.15,2.98,6.27,5.9,B
ARE,"Alexandria Real Estate Equities, Inc.",2022-05-01,2025-03-27,15.15,2.98,6.27,5.9,B
ARE,"Alexandria Real Estate Equities, Inc.",2022-08-01,2025-03-27,14.78,2.98,6.27,5.54,B
ARE,"Alexandria Real Estate Equities, Inc.",2023-01-01,2025-03-27,13.85,3.91,3.66,6.27,B
ARE,"Alexandria Real Estate Equities, Inc.",2023-09-01,2025-03-27,13.89,3.91,3.66,6.32,B
ARE,"Alexandria Real Estate Equities, Inc.",2024-11-01,2025-03-27,13.14,2.85,3.69,6.59,B
ARE,"Alexandria Real Estate Equities, Inc.",2024-12-01,2025-03-27,13.14,2.85,3.69,6.59,B
ARE,"Alexandria Real Estate Equities, Inc.",2025-01-01,2025-03-27,13.14,2.85,3.69,6.59,B
ARE,"Alexandria Real Estate Equities, Inc.",2025-02-01,2025-03-27,13.14,2.85,3.69,6.59,B
ARE,"Alexandria Real Estate Equities, Inc.",2025-03-01,2025-03-27,13.14,2.85,3.69,6.59,B
ALXN,Unknown,2020-01-01,2025-03-27,27.1,0.14,18.8,8.16,C
